Interest,Aliases,vector_id
prostate cancer,PC,interest_2422
protein aggregation,PA,interest_2423
protein and cell patterning,PCP,interest_2424
protein bio-battery,"Biomedical Engineering, Biotechnology, Clean Energy, PBB, Renewable Energy Systems",interest_2425
protein biochemistry,"Biomedical Engineering, Biotechnology, PB",interest_2426
protein biochemistry and biophysics,"Biomedical Engineering, Biotechnology, PBB",interest_2427
protein chemistry,PC,interest_2428
protein misfolding,PM,interest_2429
protein nmr,PN,interest_2430
protein's adsorption and aggregation,PSAA,interest_2431
proteins,"proteins Research, proteins Technology",interest_2432
proteomics,"proteomics Research, proteomics Technology",interest_2433
protocol engineering,PE,interest_2434
proton exchange membranes,PEM,interest_2435
psychobiotics,"Biomedical Engineering, Biotechnology",interest_2436
psychology,"psychology Research, psychology Technology",interest_2437
public health,PH,interest_2438
public health economics,PHE,interest_2439
public private partnerships,PPP,interest_2440
pulp & paper technology,PPT,interest_2441
pulsar,"pulsar Research, pulsar Technology",interest_2442
pulsars,"pulsars Research, pulsars Technology",interest_2443
pv/t spectral splitters,PTSS,interest_2444
pyrolysis,"pyrolysis Research, pyrolysis Technology",interest_2445
qnde,"qnde Research, qnde Technology",interest_2446
quality,"quality Research, quality Technology",interest_2447
quality and reliability engineerin,QRE,interest_2448
quality control,"Autonomous Systems, QC, Robotics & Automation",interest_2449
quality engineering and management,QEM,interest_2450
quality management,QM,interest_2451
quantitative finance,QF,interest_2452
quantitative microscopy,QM,interest_2453
quantum & energy materials,"Advanced Materials, Clean Energy, Materials Science, QEM, Renewable Energy Systems",interest_2454
quantum calculus,QC,interest_2455
quantum chaos,QC,interest_2456
quantum communications,"QC, Telecommunications, Wireless Systems",interest_2457
quantum computation,QC,interest_2458
quantum computing,QC,interest_2459
quantum correlations,QC,interest_2460
quantum cryptography,QC,interest_2461
quantum devices,QD,interest_2462
quantum dots,QD,interest_2463
quantum entanglement,QE,interest_2464
quantum field theory,QFT,interest_2465
quantum foundations,QF,interest_2466
quantum information,QI,interest_2467
quantum information theory,QIT,interest_2468
quantum magnetism,QM,interest_2469
quantum many-body physics,QMBP,interest_2470
quantum materials and superconductors,"Advanced Materials, Materials Science, QMS",interest_2471
quantum networks,"QN, Telecommunications, Wireless Systems",interest_2472
quantum optics,QO,interest_2473
quantum optics        quantum computing,QOQC,interest_2474
quantum photonics,QP,interest_2475
quantum physics,QP,interest_2476
quantum technology,QT,interest_2477
quantum transport,QT,interest_2478
quaternary geology,QG,interest_2479
queueing &  reliability,QR,interest_2480
r&d,RD,interest_2481
radiation hard ics and devices,RHID,interest_2482
radiative cooling,RC,interest_2483
radical chemistry,RC,interest_2484
radical reactions,RR,interest_2485
radio astronomy,RA,interest_2486
radio localization and sensing,RLS,interest_2487
radio transients,RT,interest_2488
radiogenomics,"radiogenomics Research, radiogenomics Technology",interest_2489
railway geotechnics,"Artificial Intelligence, Machine Intelligence, RG",interest_2490
rain attenuation,"Artificial Intelligence, Machine Intelligence, RA",interest_2491
raindrops,"Artificial Intelligence, Machine Intelligence",interest_2492
rainfall thresholds,"Artificial Intelligence, Machine Intelligence, RT",interest_2493
rainfall-runoff-sediment yield modelling,"Artificial Intelligence, Machine Intelligence, RRSYM",interest_2494
rainwater harvesting,"Artificial Intelligence, Machine Intelligence, RH",interest_2495
raman spectroscopy,RS,interest_2496
random matrix theory,RMT,interest_2497
random vector functional link (rvfl),RVFLR,interest_2498
random vibration,RV,interest_2499
ranking and selection,RS,interest_2500
rapid prototyping,RP,interest_2501
rapid prototyping and its applications,RPIA,interest_2502
rapid prototyping and tooling/ 3d printing,RPT3P,interest_2503
rarefied gas dynamics,RGD,interest_2504
reaction dynamics,RD,interest_2505
reaction engineering,RE,interest_2506
reaction kinetics,RK,interest_2507
reactive force field simulations,RFFS,interest_2508
reactor modeling,RM,interest_2509
real time vehicle exhaust emission,RTVEE,interest_2510
reality and applications of machine learning,"Artificial Intelligence, Machine Intelligence, RAML",interest_2511
receptor biology,"Biomedical Engineering, Biotechnology, RB",interest_2512
reclaimed asphalt pavement,"Artificial Intelligence, Machine Intelligence, RAP",interest_2513
recombinant dna technology,RDT,interest_2514
recommendation systems,RS,interest_2515
recommender systems,RS,interest_2516
recycled,"recycled Research, recycled Technology",interest_2517
recycled aggregate,RA,interest_2518
recycled aggregate concrete,RAC,interest_2519
recycling,"recycling Research, recycling Technology",interest_2520
recycling/recovery,RR,interest_2521
reduced order modeling,ROM,interest_2522
reflectance spectroscopy,RS,interest_2523
refrigeration,"refrigeration Research, refrigeration Technology",interest_2524
regenerative biomaterials,"Advanced Materials, Biomedical Engineering, Biotechnology, Materials Science, RB",interest_2525
regenerative medicine,RM,interest_2526
regression,"regression Research, regression Technology",interest_2527
reinforced concrete,RC,interest_2528
reinforced concrete and cementitious,RCC,interest_2529
reinforcement learning,"Artificial Intelligence, Machine Intelligence, RL",interest_2530
reionization,"reionization Research, reionization Technology",interest_2531
reliability,"reliability Research, reliability Technology",interest_2532
reliability analysis,RA,interest_2533
reliability and risk assessment,RRA,interest_2534
reliability based design,RBD,interest_2535
reliability engineering,RE,interest_2536
reliability theory,RT,interest_2537
remanufacturing,"remanufacturing Research, remanufacturing Technology",interest_2538
remediation,"remediation Research, remediation Technology",interest_2539
remote lab,RL,interest_2540
remote sensing,RS,interest_2541
remote sensing & gis,RSG,interest_2542
remote sensing and gis,RSG,interest_2543
renewable chemical,RC,interest_2544
renewable energy,"Clean Energy, RE, Renewable Energy Systems",interest_2545
renewable energy in agriculture,"Clean Energy, REA, Renewable Energy Systems",interest_2546
renewable energy integration,"Clean Energy, REI, Renewable Energy Systems",interest_2547
renewable energy systems,"Clean Energy, RES, Renewable Energy Systems",interest_2548
renewable fuels,"Clean Energy, RF, Renewable Energy Systems",interest_2549
renewable power,RP,interest_2550
repair,"Artificial Intelligence, Machine Intelligence",interest_2551
representation learning,"Artificial Intelligence, Machine Intelligence, RL",interest_2552
reram,"reram Research, reram Technology",interest_2553
research (remote sensing,RRS,interest_2554
reservoir geology,RG,interest_2555
reservoir geomechanics,RG,interest_2556
reservoir operation,RO,interest_2557
resilient systems,RS,interest_2558
resistive switching,RS,interest_2559
resistive temperature detectors,RTD,interest_2560
resource allocation,RA,interest_2561
resource recovery,RR,interest_2562
resource recovery from waste,RRFW,interest_2563
resources and energy economics,"Clean Energy, REE, Renewable Energy Systems",interest_2564
respiratory disorders,RD,interest_2565
responsible ai,"Artificial Intelligence, Machine Intelligence, RA",interest_2566
retaining structures,"Artificial Intelligence, Machine Intelligence, RS",interest_2567
retrofitting of steel structures,RSS,interest_2568
reuse and recycle,RR,interest_2569
reversible and quantum computing,RQC,interest_2570
rf,"rf Research, rf Technology",interest_2571
rf circuits,RC,interest_2572
rf mems,RM,interest_2573
rf metamaterial inspired sensors,"Advanced Materials, Materials Science, RMIS",interest_2574
rheology,"rheology Research, rheology Technology",interest_2575
rheology of complex fluids,RCF,interest_2576
riemannian geometry,RG,interest_2577
risc-v soc,RVS,interest_2578
river basin management,RBM,interest_2579
river engineering,RE,interest_2580
river mechanics,RM,interest_2581
river science,RS,interest_2582
riverine floods,RF,interest_2583
rl,"rl Research, rl Technology",interest_2584
rna biology,"Biomedical Engineering, Biotechnology, RB",interest_2585
road safety,RS,interest_2586
road user behaviour,RUB,interest_2587
robotic & automation,"Autonomous Systems, RA, Robotics & Automation",interest_2588
robotic neurorehabilitation,"Autonomous Systems, RN, Robotics & Automation",interest_2589
robotics,"Autonomous Systems, Robotics & Automation",interest_2590
robotics and automation in agriculture,"Autonomous Systems, RAA, Robotics & Automation",interest_2591
robust control,"Autonomous Systems, RC, Robotics & Automation",interest_2592
rock mechanics,RM,interest_2593
rolling element bearings,REB,interest_2594
rotor dynamics,RD,interest_2595
rough set theory,RST,interest_2596
rough set theory and applications,RSTA,interest_2597
rubber,"rubber Research, rubber Technology",interest_2598
rubber and tpes,RT,interest_2599
rubber nano composites,"Nanoscale Science, Nanotechnology, RNC",interest_2600
rubber technology,RT,interest_2601
rural development,RD,interest_2602
rural roads,RR,interest_2603
safety,"safety Research, safety Technology",interest_2604
safety management,SM,interest_2605
saltwater intrusion,SI,interest_2606
sampling,"sampling Research, sampling Technology",interest_2607
sams,"sams Research, sams Technology",interest_2608
sanitation,"sanitation Research, sanitation Technology",interest_2609
sanskrit computational linguistics,SCL,interest_2610
sar remote sensing,SRS,interest_2611
satellite observational analysis,SOA,interest_2612
satellite oceanography,SO,interest_2613
scheduling,"scheduling Research, scheduling Technology",interest_2614
schrodinger equation,SE,interest_2615
scientific computations,"Computational Science, HPC, High-Performance Computing, Numerical Analysis, SC",interest_2616
scientific computing,SC,interest_2617
sdn,"sdn Research, sdn Technology",interest_2618
sdn/nfv in 5g and beyond,SN5B,interest_2619
seawater intrusion,SI,interest_2620
secondary batteries,SB,interest_2621
security,"security Research, security Technology",interest_2622
sediment transport,ST,interest_2623
sedimentology,"sedimentology Research, sedimentology Technology",interest_2624
seepage,"seepage Research, seepage Technology",interest_2625
seismic,"seismic Research, seismic Technology",interest_2626
seismic design,SD,interest_2627
seismic hazard,SH,interest_2628
seismic hazard assessment,SHA,interest_2629
seismic microzonation,SM,interest_2630
seismic risk,SR,interest_2631
seismic vulnerability,SV,interest_2632
self compacting concrete,SCC,interest_2633
self healing,SH,interest_2634
self-assembly of amino acids,SAAA,interest_2635
self-healing materials,"Advanced Materials, Materials Science, SHM",interest_2636
semiconducting oxide glasses,SOG,interest_2637
semiconductor,"semiconductor Research, semiconductor Technology",interest_2638
semiconductor devices,SD,interest_2639
semiconductors,"semiconductors Research, semiconductors Technology",interest_2640
sensing,"sensing Research, sensing Technology",interest_2641
sensing applications,SA,interest_2642
sensor,"sensor Research, sensor Technology",interest_2643
sensor array signal processing,SASP,interest_2644
sensor development,SD,interest_2645
sensor fusion,SF,interest_2646
sensor interface electronics,SIE,interest_2647
sensors,"sensors Research, sensors Technology",interest_2648
sensors based on zno,SBOZ,interest_2649
sensors for healthcare and environmental,SHE,interest_2650
sensors( bio- and chemical),"Biomedical Engineering, Biotechnology, SBC",interest_2651
sensors-biomedical devices,"Biomedical Engineering, Biotechnology, SBD",interest_2652
separation processes & catalysis,SPC,interest_2653
separation science,SS,interest_2654
sers,"sers Research, sers Technology",interest_2655
service level agreement,SLA,interest_2656
service life,SL,interest_2657
service operations,SO,interest_2658
services computing,SC,interest_2659
services marketing,SM,interest_2660
several complex variables,SCV,interest_2661
shape control,"Autonomous Systems, Robotics & Automation, SC",interest_2662
shape memory,SM,interest_2663
shm,"shm Research, shm Technology",interest_2664
shock wave dynamics,SWD,interest_2665
si heterostructures,SH,interest_2666
si nanodevices,"Nanoscale Science, Nanotechnology, SN",interest_2667
sic mosfet gate driver,SMGD,interest_2668
side channel analysis,SCA,interest_2669
side-channel attacks,SCA,interest_2670
sige,"sige Research, sige Technology",interest_2671
sign language,SL,interest_2672
signal and image processing,"Image Analysis, SIP, Visual Recognition",interest_2673
signal processing,SP,interest_2674
signal processing and embedded systems,SPES,interest_2675
signal transduction,ST,interest_2676
silicate earth evolution,SEE,interest_2677
silicon,"silicon Research, silicon Technology",interest_2678
silicon & glass micromachining,SGM,interest_2679
silicon photonics,SP,interest_2680
simulation,"simulation Research, simulation Technology",interest_2681
simulation optimization,SO,interest_2682
simultaneous wireless information and,"SWI, Telecommunications, Wireless Systems",interest_2683
single cell / single molecule,SCSM,interest_2684
single molecule imaging,SMI,interest_2685
single molecule spectroscopy,SMS,interest_2686
single source molecular precursors,SSMP,interest_2687
single-molecule imaging,SMI,interest_2688
sleep,"sleep Research, sleep Technology",interest_2689
slope stability,SS,interest_2690
sloshing,"sloshing Research, sloshing Technology",interest_2691
sludge,"sludge Research, sludge Technology",interest_2692
small hydro,SH,interest_2693
small hydro power,SHP,interest_2694
small hydropower,SH,interest_2695
small rna in acinetobacter baumannii,SRAB,interest_2696
small-molecule antioxidants,SMA,interest_2697
smart cell technology,SCT,interest_2698
smart cities,SC,interest_2699
smart grid,SG,interest_2700
smart grid/ micro and its application,SGMIA,interest_2701
smart grids,SG,interest_2702
smart manufacturing,SM,interest_2703
smart material and structure and nan,"Advanced Materials, Materials Science, SMSN",interest_2704
smart material structures,"Advanced Materials, Materials Science, SMS",interest_2705
smart materials,"Advanced Materials, Materials Science, SM",interest_2706
smart materials and structures,"Advanced Materials, Materials Science, SMS",interest_2707
smart nanomaterials,"Advanced Materials, Materials Science, Nanoscale Science, Nanotechnology, SN",interest_2708
smart structures,SS,interest_2709
smat,"smat Research, smat Technology",interest_2710
smfret,"smfret Research, smfret Technology",interest_2711
social and organizational psychology,SOP,interest_2712
social computing,SC,interest_2713
social justice,SJ,interest_2714
social media,SM,interest_2715
social media analytics,SMA,interest_2716
social network analysis,"SNA, Telecommunications, Wireless Systems",interest_2717
social protection,SP,interest_2718
social psychology,SP,interest_2719
socially responsible behavior and,SRB,interest_2720
socio-economic,SE,interest_2721
sociology of education,SE,interest_2722
sociology of knowledge,SK,interest_2723
sociology of science,SS,interest_2724
sodium & magnesium ion batteries,SMIB,interest_2725
sodium ion batteries and supercapacitors,SIBS,interest_2726
sodium-ion batteries,SIB,interest_2727
sodium-ion battery,"Clean Energy, Renewable Energy Systems, SIB",interest_2728
sofcs,"sofcs Research, sofcs Technology",interest_2729
soft active materials,"Advanced Materials, Materials Science, SAM",interest_2730
soft and active matter,SAM,interest_2731
soft classification of,SC,interest_2732
soft computing,SC,interest_2733
soft computing applications to thydrology,SCAT,interest_2734
soft condensed matter,SCM,interest_2735
soft condensed matter physics,SCMP,interest_2736
soft electronic,SE,interest_2737
soft lithography,SL,interest_2738
soft materials,"Advanced Materials, Materials Science, SM",interest_2739
soft matter,SM,interest_2740
soft matter physics,SMP,interest_2741
soft robotics,"Autonomous Systems, Robotics & Automation, SR",interest_2742
soft-computing and industrial automation,SCIA,interest_2743
soft-computing techniques in,SCT,interest_2744
software engineering,SE,interest_2745
software-defined networking,"SDN, Telecommunications, Wireless Systems",interest_2746
soil,"soil Research, soil Technology",interest_2747
soil dynamics,SD,interest_2748
soil image analysis,"Image Analysis, SIA, Visual Recognition",interest_2749
soil mechanics,SM,interest_2750
soil quality,SQ,interest_2751
soil reinforcement,SR,interest_2752
soil science,SS,interest_2753
soil science and plant nutrition,SSPN,interest_2754
soil sensors,SS,interest_2755
soil structure interaction,SSI,interest_2756
soil-structure interaction,SSI,interest_2757
sol-gel,SG,interest_2758
solar cell,"Clean Energy, Renewable Energy Systems, SC",interest_2759
solar cells,"Clean Energy, Renewable Energy Systems, SC",interest_2760
solar cells and piezoelectric devices,"Clean Energy, Renewable Energy Systems, SCPD",interest_2761
solar desalination,"Clean Energy, Renewable Energy Systems, SD",interest_2762
solar energy,"Clean Energy, Renewable Energy Systems, SE",interest_2763
solar energy and other renewable energy,"Clean Energy, Renewable Energy Systems, SEORE",interest_2764
solar energy conversion,"Clean Energy, Renewable Energy Systems, SEC",interest_2765
solar energy harvesting and storage,"Clean Energy, Renewable Energy Systems, SEHS",interest_2766
solar fuels & devices,"Clean Energy, Renewable Energy Systems, SFD",interest_2767
solar physics,"Clean Energy, Renewable Energy Systems, SP",interest_2768
solar system,"Clean Energy, Renewable Energy Systems, SS",interest_2769
solar thermal,"Clean Energy, Renewable Energy Systems, ST",interest_2770
solar thermal energy conversion,"Clean Energy, Renewable Energy Systems, STEC",interest_2771
solid adsorbents,SA,interest_2772
solid desiccant cooling,SDC,interest_2773
solid electrolytes,SE,interest_2774
solid mechanics,SM,interest_2775
solid state chemistry,SSC,interest_2776
solid state electrochemistry,SSE,interest_2777
solid state physics,SSP,interest_2778
solid waste,SW,interest_2779
solid waste management,SWM,interest_2780
solidification,"solidification Research, solidification Technology",interest_2781
solitons,"solitons Research, solitons Technology",interest_2782
solute transport,ST,interest_2783
solution and solid state magnetic resonance,SSSMR,interest_2784
solvation dynamics,SD,interest_2785
solvent-free organic liquids,SFOL,interest_2786
source apportionment,SA,interest_2787
space flight vehicles guidance,SFVG,interest_2788
space weather,SW,interest_2789
spark plasma sintering,SPS,interest_2790
sparse optimization,SO,interest_2791
sparse representation theory,SRT,interest_2792
spatial audio,SA,interest_2793
spatial data science,SDS,interest_2794
spatial modulation,SM,interest_2795
spatio temporal modeling,STM,interest_2796
special functions,SF,interest_2797
special values of l-functions,SVLF,interest_2798
spectral finite element method,SFEM,interest_2799
spectral graph theory,SGT,interest_2800
spectroscopy,"spectroscopy Research, spectroscopy Technology",interest_2801
speech / audio signal processing,SASP,interest_2802
speech processing,SP,interest_2803
speech signal processing,SSP,interest_2804
speech synthesis,SS,interest_2805
spiking neural networks,"SNN, Telecommunications, Wireless Systems",interest_2806
spin-orbit coupling,SOC,interest_2807
spin-orbital excitations,SOE,interest_2808
spintr,"spintr Research, spintr Technology",interest_2809
spintronic devices,SD,interest_2810
spintronics,"spintronics Research, spintronics Technology",interest_2811
spr effect,SE,interest_2812
spray forming modeling coating thin films,SFMCTF,interest_2813
sprays,"sprays Research, sprays Technology",interest_2814
sprituality,"sprituality Research, sprituality Technology",interest_2815
sr isotopes,SI,interest_2816
sram,"sram Research, sram Technology",interest_2817
state estimation,SE,interest_2818
statistical computing,SC,interest_2819
statistical data analysis,SDA,interest_2820
statistical inference,SI,interest_2821
statistical mechanics,SM,interest_2822
statistical modeling,SM,interest_2823
statistical modelling specialist | worked on,SMSWO,interest_2824
statistical physics,SP,interest_2825
statistical signal processing,SSP,interest_2826
statistics,"statistics Research, statistics Technology",interest_2827
stealth materials,"Advanced Materials, Materials Science, SM",interest_2828
steel,"steel Research, steel Technology",interest_2829
steel design,SD,interest_2830
steel structures,SS,interest_2831
steel-concrete composites,SCC,interest_2832
steelmaking and process modelling,SPM,interest_2833
stem cell,SC,interest_2834
stem cell biology,"Biomedical Engineering, Biotechnology, SCB",interest_2835
stem cells,SC,interest_2836
stimuli-responsive,SR,interest_2837
stochastic geometry,SG,interest_2838
stochastic hydrology,SH,interest_2839
stochastic mechanics,SM,interest_2840
stochastic process,SP,interest_2841
strainoptronics,"Artificial Intelligence, Machine Intelligence",interest_2842
strategic analysis,SA,interest_2843
strategy,"strategy Research, strategy Technology",interest_2844
strategy-as-practice,SAP,interest_2845
stratospheric ozone,SO,interest_2846
streamflow forecasting,SF,interest_2847
stress analysis,SA,interest_2848
string theory,ST,interest_2849
strong ground motion,SGM,interest_2850
strong motion instrumentation,SMI,interest_2851
strongly correlated electron system (kondo,SCESK,interest_2852
structural & computational biology,"Biomedical Engineering, Biotechnology, SCB",interest_2853
structural analysis and design,SAD,interest_2854
structural and functional applications,SFA,interest_2855
structural and impact mechanics,SIM,interest_2856
structural biology,"Biomedical Engineering, Biotechnology, SB",interest_2857
structural damage detection,SDD,interest_2858
structural dynamics,SD,interest_2859
structural engineering,SE,interest_2860
structural equation modelling,SEM,interest_2861
structural fire engineering,SFE,interest_2862
structural geology,SG,interest_2863
structural health monit,SHM,interest_2864
structural health monitoring,SHM,interest_2865
structural health monitoring and damage,SHMD,interest_2866
structural identification,SI,interest_2867
structural mechanics,SM,interest_2868
structural nanocomposites,"Nanoscale Science, Nanotechnology, SN",interest_2869
structural reliability,SR,interest_2870
structural safety,SS,interest_2871
structural/ earthquake engineering,SEE,interest_2872
structure elucidation of natural products,SENP,interest_2873
structure property relationship,SPR,interest_2874
structure property relationship in organic,SPRO,interest_2875
structure-property relationship,SPR,interest_2876
structures under earthquake and fire,SUEF,interest_2877
sub-2nm devices,S2D,interest_2878
submersible robotics,"Autonomous Systems, Robotics & Automation, SR",interest_2879
superabsorbent superhydrophobi materials,"Advanced Materials, Materials Science, SSM",interest_2880
superalloys,"superalloys Research, superalloys Technology",interest_2881
supercapacitor,"supercapacitor Research, supercapacitor Technology",interest_2882
supercapacitors,"supercapacitors Research, supercapacitors Technology",interest_2883
superconductivity,"superconductivity Research, superconductivity Technology",interest_2884
superconductivity and magnetsim,SM,interest_2885
superconductors,"superconductors Research, superconductors Technology",interest_2886
supercritical fluids,SF,interest_2887
superfinishing,"superfinishing Research, superfinishing Technology",interest_2888
superplasticity,"superplasticity Research, superplasticity Technology",interest_2889
supersonic and hypersonic flows,SHF,interest_2890
supersonic mixing enhancement,SME,interest_2891
supplementary cementitious,SC,interest_2892
supply chain coordination and contract,"Artificial Intelligence, Machine Intelligence, SCCC",interest_2893
supply chain logistics,"Artificial Intelligence, Machine Intelligence, SCL",interest_2894
supply chain management,"Artificial Intelligence, Machine Intelligence, SCM",interest_2895
support vector machines,SVM,interest_2896
supramolecular and materials chemistry,"Advanced Materials, Materials Science, SMC",interest_2897
supramolecular chemistry,SC,interest_2898
supramolecular chirogenesis,SC,interest_2899
supramolecular coordination chemistry,SCC,interest_2900
supramolecular organic chemistry group,SOCG,interest_2901
supramolecular polymers,SP,interest_2902
surface acoustic wave device,SAWD,interest_2903
surface chemistry,SC,interest_2904
surface coating,SC,interest_2905
surface coatings,SC,interest_2906
surface engineering,SE,interest_2907
surface engineering & coating,SEC,interest_2908
surface engineering and coatings,SEC,interest_2909
surface modification,SM,interest_2910
surface mofification,SM,interest_2911
surface science,SS,interest_2912
surfaces and interfaces,SI,interest_2913
surrogate model development for automotive,SMDA,interest_2914
surrogate modelling,SM,interest_2915
surrogate multi-objective optimizati,SMOO,interest_2916
sustainability,"Artificial Intelligence, Machine Intelligence",interest_2917
sustainability and civil engineering,"Artificial Intelligence, Machine Intelligence, SCE",interest_2918
sustainable & precision agriculture,"Artificial Intelligence, Machine Intelligence, SPA",interest_2919
sustainable agricultural mechanization,"Artificial Intelligence, Machine Intelligence, SAM",interest_2920
sustainable agriculture,"Artificial Intelligence, Machine Intelligence, SA",interest_2921
sustainable architecture,"Artificial Intelligence, Machine Intelligence, SA",interest_2922
sustainable bioprocessing,"Artificial Intelligence, Biomedical Engineering, Biotechnology, Machine Intelligence, SB",interest_2923
sustainable building technology,"Artificial Intelligence, Machine Intelligence, SBT",interest_2924
sustainable catalysis,"Artificial Intelligence, Machine Intelligence, SC",interest_2925
sustainable chemistry,"Artificial Intelligence, Machine Intelligence, SC",interest_2926
sustainable construction materials,"Advanced Materials, Artificial Intelligence, Machine Intelligence, Materials Science, SCM",interest_2927
sustainable construction practices,"Artificial Intelligence, Machine Intelligence, SCP",interest_2928
sustainable development,"Artificial Intelligence, Machine Intelligence, SD",interest_2929
sustainable machining,"Artificial Intelligence, Machine Intelligence, SM",interest_2930
sustainable marketing,"Artificial Intelligence, Machine Intelligence, SM",interest_2931
sustainable materials & engineering design,"Advanced Materials, Artificial Intelligence, Machine Intelligence, Materials Science, SMED",interest_2932
sustainable metallurgy,"Artificial Intelligence, Machine Intelligence, SM",interest_2933
sustainable multi-modal transportation,"Artificial Intelligence, Machine Intelligence, SMMT",interest_2934
sustainable technologies for,"Artificial Intelligence, Machine Intelligence, ST",interest_2935
sustainable transport,"Artificial Intelligence, Machine Intelligence, ST",interest_2936
sustained donors of hydrogen sulfide,"Artificial Intelligence, Machine Intelligence, SDHS",interest_2937
swarm intelligence techniques,"Artificial Intelligence, Machine Intelligence, SIT",interest_2938
swelling-shrinkage behaviour of soil,SSBS,interest_2939
switching systems,SS,interest_2940
synchronization,"synchronization Research, synchronization Technology",interest_2941
synchrophasors,"synchrophasors Research, synchrophasors Technology",interest_2942
synchrotron and,"synchrotron and Research, synchrotron and Technology",interest_2943
syntax,"syntax Research, syntax Technology",interest_2944
synthesis,"synthesis Research, synthesis Technology",interest_2945
synthesis and characterization of materials,"Advanced Materials, Materials Science, SCM",interest_2946
synthesis and therapy,ST,interest_2947
synthesis of nanomaterials including,"Advanced Materials, Materials Science, Nanoscale Science, Nanotechnology, SNI",interest_2948
synthetic biology,"Biomedical Engineering, Biotechnology, SB",interest_2949
synthetic coordination/bio-inorganic,"Biomedical Engineering, Biotechnology, SCBI",interest_2950
synthetic materials chemistry,"Advanced Materials, Materials Science, SMC",interest_2951
synthetic methodology,SM,interest_2952
synthetic organic,SO,interest_2953
synthetic organic chemistry,SOC,interest_2954
synthetic organic chemistry and medicinal,SOCM,interest_2955
synthetic polymer chemistry,SPC,interest_2956
sysdl,"sysdl Research, sysdl Technology",interest_2957
system identification,SI,interest_2958
systems analyses for sustainability,"Artificial Intelligence, Machine Intelligence, SAS",interest_2959
systems and control,"Autonomous Systems, Robotics & Automation, SC",interest_2960
systems biology,"Biomedical Engineering, Biotechnology, SB",interest_2961
systems neuroscience,SN,interest_2962
systems science and philosophy,SSP,interest_2963
tag,"tag Research, tag Technology",interest_2964
tailor-made specialty polymers via controlled,"Artificial Intelligence, Autonomous Systems, Machine Intelligence, Robotics & Automation, TMSPVC",interest_2965
tandem solar cells,"Clean Energy, Renewable Energy Systems, TSC",interest_2966
targeted drug delivery and biomedical,"Biomedical Engineering, Biotechnology, TDDB",interest_2967
task interdependence,TI,interest_2968
taylor flow,TF,interest_2969
tdp-43,T4,interest_2970
tea,"tea Research, tea Technology",interest_2971
teacher education,TE,interest_2972
teaching,"teaching Research, teaching Technology",interest_2973
technoeconomic,"technoeconomic Research, technoeconomic Technology",interest_2974
technology and knowledge,TK,interest_2975
technology enhanced learning,"Artificial Intelligence, Machine Intelligence, TEL",interest_2976
technology management,TM,interest_2977
technology management & sustainability,"Artificial Intelligence, Machine Intelligence, TMS",interest_2978
tectonics,"tectonics Research, tectonics Technology",interest_2979
telemedicine,"telemedicine Research, telemedicine Technology",interest_2980
television studies,"Image Analysis, TS, Visual Recognition",interest_2981
terahertz spectroscopy,TS,interest_2982
terhertz spectroscopy and high harmonic,TSHH,interest_2983
testing,"testing Research, testing Technology",interest_2984
testing and synthesis of reversible circuits,TSRC,interest_2985
theoretical and computational chemistry,TCC,interest_2986
theoretical computer science,TCS,interest_2987
theoretical condensed matter physics,TCMP,interest_2988
theoretical high energy physics,"Clean Energy, Renewable Energy Systems, THEP",interest_2989
theoretical linguistics,TL,interest_2990
theoretical particle physics,TPP,interest_2991
theory & simulations,TS,interest_2992
theory of computation,TC,interest_2993
theranostic systems,TS,interest_2994
therapeutic ultrasound,TU,interest_2995
thermal conversion processes,TCP,interest_2996
thermal energy storage,"Clean Energy, Renewable Energy Systems, TES",interest_2997
thermal engineering,TE,interest_2998
thermal fluids,TF,interest_2999
thermal hydraulics,TH,interest_3000
thermal hydraulics in nuclear and fuel cell,"Clean Energy, Renewable Energy Systems, THNFC",interest_3001
thermal lattice boltzmann method,TLBM,interest_3002
thermal management,TM,interest_3003
thermal management of electronics,TME,interest_3004
thermal management systems,TMS,interest_3005
thermal spray coating,TSC,interest_3006
thermal spray processing,TSP,interest_3007
thermal spraying,TS,interest_3008
thermo hydraulics of nuclear reactors,THNR,interest_3009
thermo-chemical water splitting,TCWS,interest_3010
thermo-fluids,TF,interest_3011
thermo-mechanical processing,TMP,interest_3012
thermoacoustic instability,TI,interest_3013
thermoacoustics,"thermoacoustics Research, thermoacoustics Technology",interest_3014
thermochemical cycles,TC,interest_3015
thermochemical technologies,TT,interest_3016
thermodynamics,"thermodynamics Research, thermodynamics Technology",interest_3017
thermoelectric,"thermoelectric Research, thermoelectric Technology",interest_3018
thermoelectric materials,"Advanced Materials, Materials Science, TM",interest_3019
thermoelectricity,"thermoelectricity Research, thermoelectricity Technology",interest_3020
thermoelectrics,"thermoelectrics Research, thermoelectrics Technology",interest_3021
thermomechnical simulation,TS,interest_3022
thermophysical properties,TP,interest_3023
thermoplastic composites,TC,interest_3024
thin film,TF,interest_3025
thin film instability,TFI,interest_3026
thin film solid sate batteries,TFSSB,interest_3027
thin film stability,TFS,interest_3028
thin film transistors,TFT,interest_3029
thin films,TF,interest_3030
thin-walled structures,TWS,interest_3031
thz communication,"TC, Telecommunications, Wireless Systems",interest_3032
time series,TS,interest_3033
time series data mining,TSDM,interest_3034
time-delay systems,TDS,interest_3035
