Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Somnath Dey,"Professor, IIT Indore","Biometrics, HCI",1378,https://scholar.google.com/citations?hl=en&user=rjzlx8wAAAAJ,20.0,33.0
Puneet Gupta,"Associate Professor, IIT Indore","Image processing, Computer vision, Affective computing, Deep Learning",1374,https://scholar.google.com/citations?hl=en&user=yUB8lNsAAAAJ,21.0,38.0
Santosh S. Hosmani,"Professor at Department of Metallurgical Engineering and Materials Science, IIT Indore","Surface Engineering, Tribology, Gradient Nanostructured Alloys, SMAT, Metallurgy",1369,https://scholar.google.com/citations?hl=en&user=FgkqmiYAAAAJ,23.0,39.0
amit shukla,IIT Indore,,1352,https://scholar.google.com/citations?hl=en&user=A-bgSX5TSyMC,19.0,31.0
Jayaprakash Murugesan,"Associate Professor, MEMS, IIT Indore","Mechanical behaviour of materials, welding, Materials Science and Engineering",1325,https://scholar.google.com/citations?hl=en&user=QpLQQqsAAAAJ,20.0,40.0
Mayur Shirish Jain,"Associate Professor, Indian Institute Of Technology Indore","Anaerobic Digestion, Biochar, Composting, Nature-based Solutions (NbS)",1325,https://scholar.google.com/citations?hl=en&user=cOzU0joAAAAJ,18.0,20.0
Dr. Suyog Jhavar,"PhD, IIT-Indore","Additive Manufacturing, Wire Arc DED, Direct Energy Deposition, Surface Engineering, Remanufacturing",1272,https://scholar.google.com/citations?hl=en&user=53wrbeYAAAAJ,16.0,17.0
Abhijit Ghosh,"Assistant Professor, IIT Indore","Crystallographic texture, Fracture, Creep, Steel",1269,https://scholar.google.com/citations?hl=en&user=P9nZOBsAAAAJ,19.0,33.0
Amod C Umarikar,"Professor, Electrical Engineering, IIT Indore",Power Electronics,1240,https://scholar.google.com/citations?hl=en&user=ITTM4-wAAAAJ,16.0,19.0
Saurabh Das,"Astronomy, Astrophysics and Space Engineering, IIT Indore","Rain Attenuation, Precipitation microphysics, GNSS Remote Sensing, Space Weather, Ionosphere",1230,https://scholar.google.com/citations?hl=en&user=XgMJtTcAAAAJ,18.0,34.0
Archana R Kanwade,"Department of Metallurgical Engineering and Materials Science, IIT Indore","Sodium-ion Battery, Supercapacitor, Energy Storage Devices",1214,https://scholar.google.com/citations?hl=en&user=OEdsMngAAAAJ,18.0,22.0
Dipankar Das,"Indian Institute of Technology, Indore","High Energy Physics, Theoretical Particle Physics",1193,https://scholar.google.com/citations?hl=en&user=ZD9qBFIAAAAJ,18.0,26.0
Dr. Mrigendra Dubey,Indian Institute of Technology Indore,"Soft Materials, Metallogels, Stimuli-responsive, Superabsorbent Superhydrophobi Materials, Corrosion",1181,https://scholar.google.com/citations?hl=en&user=9P83G5AAAAAJ,22.0,39.0
Subhendu Rakshit,"Professor of Physics, IIT Indore",Particle Physics,1177,https://scholar.google.com/citations?hl=en&user=8a-AuBYAAAAJ,16.0,22.0
Sudeshna Chattopadhyay (Bandyopadhyay),Indian Institute of Technology Indore,"Condensed matter physics, Materials science",1149,https://scholar.google.com/citations?hl=en&user=0yKMRxgAAAAJ,16.0,26.0
Bhupesh Kumar Lad,IIT Indore,"Reliability Engineering, Smart Manufacturing",1120,https://scholar.google.com/citations?hl=en&user=rWYpsIwAAAAJ,19.0,30.0
Bapan Ghosh,"Associate Professor, Department of Mathematics, Indian Institute of Technology Indore …","Dynamical Systems, Mathematical Ecology and Epidemiology, Delay and Fractional Differential Equations",1090,https://scholar.google.com/citations?hl=en&user=VdQttGQAAAAJ,22.0,33.0
Nagendra  Kumar,"Associate Professor, Computer Science and Engineering, IIT Indore","Deep Learning, Machine Learning, NLP, Computer Vision, Social Network Analysis",1066,https://scholar.google.com/citations?hl=en&user=lCP4ZqMAAAAJ,19.0,38.0
Ravinder Bhattoo,"Assistant Professor, Indian Institute of Technology Indore","Structural analysis and design, Machine learning, Peridynamics, Molecular dynamics, Material science",1060,https://scholar.google.com/citations?hl=en&user=lPTdGRMAAAAJ,18.0,23.0
Dr. Abhishek Rajput,"Asst. Professor & Head, Department of Civil Engineering, Indian Institute of Technology (IIT) …","Structural and Impact Mechanics, Finite Element Analysis, Prestressed and Reinforced Concrete Design",1037,https://scholar.google.com/citations?hl=en&user=IYPsJRQAAAAJ,20.0,23.0
Harekrishna  Yadav,"Associate Professor, Indian Institute of Technology Indore","Fluid Flow, Heat Transfer",1009,https://scholar.google.com/citations?hl=en&user=RcoU89oAAAAJ,18.0,31.0
Ayan Mondal,"Assistant Professor, CSE, IIT Indore","Internet of Things (IoT), Edge-Cloud Continuum, SDN, 6G Networks, Quantum Networks",1005,https://scholar.google.com/citations?hl=en&user=2DCxcnkAAAAJ,17.0,26.0
Krushna R Mavani,"Professor, Department of Physics, IIT Indore, India",Experimental Condensed Matter Physics,994,https://scholar.google.com/citations?hl=en&user=zruAZycAAAAJ,16.0,32.0
B Prathap Reddy,"Assistant Professor, IIT Indore","Multiphase machines, Power Electronics and Drives, Electric Vehicles, Machine Design, Chargers",965,https://scholar.google.com/citations?hl=en&user=UXq2Xi0AAAAJ,17.0,25.0
Debajyoti Sarkar,"Indian Institute of Technology, Indore","String theory, General relativity, Quantum field theory, Cosmology, Black holes",960,https://scholar.google.com/citations?hl=en&user=kYBb0GEAAAAJ,14.0,18.0
Santanu Manna (Ph.D.),"Associate Professor, Dept. of Mathematics, Indian Institute of Technology Indore","Applied Mathematics, Elastodynamics, Wave Propagation Aspects, Solid Mechanics",931,https://scholar.google.com/citations?hl=en&user=myoNNdQAAAAJ,19.0,30.0
Sumit Gautam,Assistant Professor at Indian Institute of Technology Indore,"Simultaneous Wireless Information and …, Cooperative Relaying Systems, Multi-group Multicasting, Precoding",903,https://scholar.google.com/citations?hl=en&user=KuWT2NoAAAAJ,14.0,25.0
Aman khurana,"Assistant Professor, Department of Mechanical Engineering, IIT Indore","Soft robotics, Soft active materials, Nonlinear dynamics, Neural Networks",903,https://scholar.google.com/citations?hl=en&user=gR0fh7sAAAAJ,19.0,26.0
Mohd. Arshad,"Associate Professor, Department of Mathematics, Indian Institute of Technology Indore","Copula, Estimation Theory, Machine Learning, Data Science, Ranking and Selection",884,https://scholar.google.com/citations?hl=en&user=jHEBzUkAAAAJ,17.0,31.0
S Janakiraman,Assistant Professor at Indian Institute of Technology Indore,"Lithium, Sodium & Magnesium Ion Batteries, Composites, Thin Film Solid Sate Batteries",875,https://scholar.google.com/citations?hl=en&user=kL1lz88AAAAJ,14.0,16.0
Swadesh Kumar Sahoo,"Associate Professor, Discipline of Mathematics, Indian Institute of Technology Indore",Complex Variables and Hyperbolic Geometry,868,https://scholar.google.com/citations?hl=en&user=XQdx7i4AAAAJ,14.0,29.0
Pankaj Dey,Indian Institute of Technology Indore,"Stochastic Hydrology, Hydrological Processes, Hydroclimatology, Geohydrology",866,https://scholar.google.com/citations?hl=en&user=BSx-u3YAAAAJ,9.0,9.0
Dr. Abhishek Srivastava,"Department of MEMS, Indian Institute of Technology Indore","DSSCs and Perovskite Solar Cells, PE-catalysis, PV/T Spectral Splitters, Nanofluids",861,https://scholar.google.com/citations?hl=en&user=1MHEIQ0AAAAJ,15.0,18.0
Dr. Kazi Sabiruddin,"Professor, IIT Indore, India","Manufacturing, Surface Engineering, Coatings",854,https://scholar.google.com/citations?hl=en&user=ukVKN0wAAAAJ,15.0,20.0
Budhadev Baral,"PhD scholar, Indian Institute of Technology Indore",Co-infection biology SARS-CoV-2 Cancer,821,https://scholar.google.com/citations?hl=en&user=_pbtkCkAAAAJ,17.0,23.0
Additi Roychowdhury,IIT Indore,,820,https://scholar.google.com/citations?hl=en&user=v-PU52UAAAAJ,17.0,18.0
Dr. Indrasen singh,"Indian Institute of Technology Indore, National University of Singapore, Indian Institute of …","Computational solid mechanics, Fracture Mechanics, Crystal Plasticity, Piezoelectric Materials, Metallic glasses",810,https://scholar.google.com/citations?hl=en&user=45XBn3wAAAAJ,18.0,27.0
Amrendra K. Singh,Indian Institute of Technology Indore,"Inorganic and Organometallic Chemistry, Catalysis, Computational Chemistry",808,https://scholar.google.com/citations?hl=en&user=__DfNJAAAAAJ,16.0,21.0
Prashant Kodgire,"Professor of Biosciences and Biomedical Engineering, IIT Indore","Molecular Biology, Molecular Immunology",798,https://scholar.google.com/citations?hl=en&user=P505PxoAAAAJ,17.0,25.0
Naveen Agrawal,"Assistant Professor, Chemical Engineering, IIT Indore","Computational Chemistry, Electrocatalysis, Bio-fuel",791,https://scholar.google.com/citations?hl=en&user=9gXxsQkAAAAJ,12.0,12.0
Dr. Kamal Prakash,"Senior Project Associate, R&D IIT Indore","Porphyrin chemistry, Porous organic materials, Covalent organic frameworks, Material Chemistry",777,https://scholar.google.com/citations?hl=en&user=licrEI0AAAAJ,14.0,14.0
Dr. Archana Chaudhary,Indian Institute of Technology Indore,"Nano materials, Catalysis, Single Source Molecular Precursors",775,https://scholar.google.com/citations?hl=en&user=xcgIhMkAAAAJ,15.0,19.0
Vinod Kumar Singh,Indian Institute of Technology Indore,"CO2 capture and sequestration, Adsorption, CO2 based adsorption cooling system, Solid Adsorbents",771,https://scholar.google.com/citations?hl=en&user=nQM9leUAAAAJ,9.0,9.0
Dudekula Althaf Basha,"Indian Institute of Technology, Indore","Phase transformation behavior of materials, (S)TEM-imaging, in-situ TEM studies",767,https://scholar.google.com/citations?hl=en&user=KQosI6YAAAAJ,17.0,18.0
Ananthan S Dharan,"Indian Institute of Technology, Indore",AI/ML,750,https://scholar.google.com/citations?hl=en&user=gKk4cqUAAAAJ,13.0,23.0
Akshay Gaur,IIT Indore,"Material Science, Ceramics, Glass-ceramics, Polymer",743,https://scholar.google.com/citations?hl=en&user=ys0Fk8UAAAAJ,17.0,24.0
Priyank J. Sharma,"Assistant Professor, Department of Civil Engineering, Indian Institute of Technology Indore","Hydroclimatology, Compound Extremes, Streamflow Forecasting, Non-stationarity",734,https://scholar.google.com/citations?hl=en&user=ayxugJcAAAAJ,15.0,21.0
Girish Verma,IIT Indore,Additive Manufacturing and Machining,719,https://scholar.google.com/citations?hl=en&user=CamFS4wAAAAJ,13.0,15.0
Dr. Anupama Ekbote,"Ph.D., IIT Indore","Organic optoelectronics, OLEDs, Mechanochromism",717,https://scholar.google.com/citations?hl=en&user=B6KDx1cAAAAJ,10.0,11.0
Kapil Ahuja,"Professor of Computer Science & Engineering, IIT Indore","Mathematical Data Science, Mathematical Simulation",716,https://scholar.google.com/citations?hl=en&user=l2ySGVcAAAAJ,17.0,22.0
Mukul Bhattacharya,"Assistant Professor (Grade-I) at DAASE, IIT Indore","High-energy phenomena, Radio transients, Binary mergers+GW emission, UHECR sources & properties",709,https://scholar.google.com/citations?hl=en&user=HBjGLL0AAAAJ,13.0,16.0
Sanjay Kumar Verma,Indian Institute of Technology Indore,"Organometallics, Mesoionic Carbene, Dithiocarbamates, Co-ordination Chemistry",649,https://scholar.google.com/citations?hl=en&user=TkP8O9oAAAAJ,16.0,22.0
Dr. Puspraj Singh Chauhan,"Indian Institute of Technology, Indore","wireless communication, digital communication, cognitive radio, channel modelling",645,https://scholar.google.com/citations?hl=en&user=pIQxxRMAAAAJ,15.0,19.0
amol shukla,"Indian Institute of Technology, Indore","Wastewater treatment, resource recovery from waste, Fecal sludge and septage management, wastewater treatment using constructed …",637,https://scholar.google.com/citations?hl=en&user=aOxk1aQAAAAJ,4.0,4.0
Kalandi Charan Pradhan,"Assistant Professor, IIT Indore","Development Economics, Labour Economics, Migration Studies, Sustainable Development, Socio-Economic",631,https://scholar.google.com/citations?hl=en&user=MqWDz0AAAAAJ,13.0,15.0
Dr. Manish Kumar Tiwari,"Translational Research Fellow,Department of MEMS, Indian Institute of Technology (IIT) …","Gas sensors, Solar Cell, Sodium-ion Batteries, Materials Science, Nanomaterials",623,https://scholar.google.com/citations?hl=en&user=8g1UO7gAAAAJ,14.0,15.0
Mritunjay Verma,Indian Institute of Technology Indore,"String Theory, Gravity, Quantum Field Theory",613,https://scholar.google.com/citations?hl=en&user=nwF6OnYAAAAJ,13.0,15.0
Subhra Mazumdar,Assistant Professor at IIT Indore,"Blockchain, Privacy and Security",610,https://scholar.google.com/citations?hl=en&user=uoWVp-QAAAAJ,12.0,12.0
Manoneeta Chakraborty,IIT Indore,"Neutron star, Pulsar, Black hole, Multi-wavelength astronomy, High-energy astrophysics",597,https://scholar.google.com/citations?hl=en&user=ThX5NyEAAAAJ,12.0,15.0
Dr. Faizal Khan,HKUST & IIT Indore,Organic Materials Chemistry,592,https://scholar.google.com/citations?hl=en&user=8SXWQSEAAAAJ,12.0,12.0
Ranjeet Kumar,Indian Institute of Technology Indore,"Process Systems Engineering, Optimization, Advanced Control, AI/ML for ChemE, and Energy Systems",583,https://scholar.google.com/citations?hl=en&user=Nd-2JvEAAAAJ,10.0,11.0
Vishal Sharma,"SoC Design Engineer-Intel, Post Doc-NTU Singapore, PhD-IIT Indore","SRAM, Low Power, VLSI Circuit Design, ReRAM, Compute-In Memory",574,https://scholar.google.com/citations?hl=en&user=HxE9QxgAAAAJ,14.0,18.0
Bhuvaneshwari Sakthivel,"MEMS lab, IIT Indore","Triboelectric nanogenerator, Sensors, Metal oxides, thin films",557,https://scholar.google.com/citations?hl=en&user=TCkySSkAAAAJ,8.0,8.0
Abhishek Aggarwal,"Assistant Professor, IIT Indore","Molecular Dynamics, Machine Learning, Energy Storage, Materials Modeling, DFT",548,https://scholar.google.com/citations?hl=en&user=z-Z2kLEAAAAJ,13.0,15.0
Shubhi Bansal,IIT Indore,"Natural Language Processing, Deep Learning, Social Media, Data Mining, Informational Retrieval",544,https://scholar.google.com/citations?hl=en&user=VwA--M4AAAAJ,14.0,19.0
Dr. Shiv Pal,"Indian Institute of Technology, Indore",,528,https://scholar.google.com/citations?hl=en&user=p6T5FyAAAAAJ,12.0,16.0
Dr. Poonam Tiwari,"Visvesvaraya Post Doctoral Fellow, Department of Electrical Engineering, IIT Indore","OAM, Transmitarray, Metasurface, MIMO, Dielectric Resonator Antennas",518,https://scholar.google.com/citations?hl=en&user=dzrBY9sAAAAJ,12.0,15.0
KV Vamsi,"Metallurgical Engineering and Materials Science, Indian Institute of Technology Indore","Superalloys, High entropy alloys, First principles calculations, Alloy design, Materials Modelling",514,https://scholar.google.com/citations?hl=en&user=ducGUjAAAAAJ,14.0,16.0
Bivas Dutta,"Indian Institute of Technology, Indore","Condensed matter Physics, Nano Science, Quantum Physics, Heat transport at nanoscale",513,https://scholar.google.com/citations?hl=en&user=CmjDQPkAAAAJ,8.0,8.0
Rudra Pratap Singh,"Post-Doc (N-PDF), IIT Indore","Sustainable Construction Materials, Geopolymer Concrete, Recycled Aggregate, Life Cycle Analysis",510,https://scholar.google.com/citations?hl=en&user=ZJYx2gkAAAAJ,4.0,4.0
Sameena R. Mulani,Indian Institute of Technology Indore,"Desalination, dye removal, water splitting, Wastewater Treatment, Interfacial Solar Steam Generation",499,https://scholar.google.com/citations?hl=en&user=IBkv2CwAAAAJ,10.0,10.0
Dr. Mahesh Patel,"ITM SLS Baroda Unversity, University of  Hyderabad, PhD  IIT-Indore","Friction Stir Processing, metal foam, Additive manufacturing, high entropy alloys, Bio-material",488,https://scholar.google.com/citations?hl=en&user=a0DYda4AAAAJ,14.0,16.0
abhinav raghuvanshi,"Department of Chemistry, IIT Indore","Inorganic chemistry, Organometallics, Coordination Chemistry",486,https://scholar.google.com/citations?hl=en&user=MFC5-40AAAAJ,13.0,19.0
Unmesh Khati,Indian Institute of Technology Indore,"SAR remote sensing, PolSAR, PolInSAR, Tomographic SAR",483,https://scholar.google.com/citations?hl=en&user=AJbwAIQAAAAJ,13.0,13.0
MOHAMMAD ZIA UR REHMAN,IIT Indore,"Natural Language Processing, Deep Learning, Social Media Analytics",482,https://scholar.google.com/citations?hl=en&user=iglpBq0AAAAJ,13.0,17.0
EG Rini,IIT Indore,"Lattice dynamics, DFT, Material Science, Multiferroic",475,https://scholar.google.com/citations?hl=en&user=Xg94k6oAAAAJ,12.0,13.0
Subhadeep Paladhi,"Assistant Professor, IIT Indore","Power System Protection, Power System Monitoring",461,https://scholar.google.com/citations?hl=en&user=Em5RQOIAAAAJ,12.0,14.0
Soumi Chattopadhyay,Indian Institute of Technology Indore,"Services Computing, Machine Learning, Deep Learning, Artificial Intelligence, NLP",438,https://scholar.google.com/citations?hl=en&user=BgU17cEAAAAJ,11.0,12.0
Nidhi Pathak,"Chanakya Post-doctoral Fellow, IIT Indore","Wireless Sensor Networks, Internet of Things, Healthcare Interoperability, eHealth",437,https://scholar.google.com/citations?hl=en&user=QDxa_pYAAAAJ,11.0,11.0
Hemant Borkar,Associate Professor at IIT Indore,,433,https://scholar.google.com/citations?hl=en&user=siZP-XoAAAAJ,11.0,12.0
Dr Ram Sajeevan Maurya,"Indian Institute of Technology Indore, Khandwa Road, Simrol , Indore MP, India, 453 552","Powder Metallurgy, High Entropy Alloys, ODS Alloys",432,https://scholar.google.com/citations?hl=en&user=6f8zrTcAAAAJ,12.0,15.0
Dr. Antony Vijesh,IIT Indore,Numerical Analysis,431,https://scholar.google.com/citations?hl=en&user=w3fgleAAAAAJ,7.0,6.0
Akshaya Kumar,"Associate Professor, Indian Institute of Technology (IIT) Indore","Film Studies, Media Studies, Television Studies, Cultural Studies",430,https://scholar.google.com/citations?hl=en&user=7rZmN1YAAAAJ,13.0,15.0
Lokesh Basavarajappa,Indian Institute of Technology Indore,"Ultrasound Imaging, Beamforming, Elastography, Medical Image Processing",429,https://scholar.google.com/citations?hl=en&user=Gxg17Q4AAAAJ,12.0,15.0
